id,genres,cast,vote_average,director,keywords
102,"['Drama', 'Crime']","['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Joe Pesci', 'Tuesday Weld', 'Burt Young', 'Treat Williams', 'Danny Aiello', 'Richard Bright', 'James Hayden', 'William Forsythe', 'Darlanne Fluegel', 'Larry Rapp', 'Olga Karlatos', 'Frank Gio', 'Jennifer Connelly', 'Scott Schutzman Tiler', 'Rusty Jacobs', 'Brian Bloom', 'Mike Monetti', 'Adrian Curran', 'Julie Cohen', 'Noah Moazezi', 'James Russo', 'Clem Caserta', 'Frank Sisto', 'Jerry Strivelli', 'Mike Gendel', 'Sandra Solberg', 'Margherita Pace', 'Louise Fletcher', 'Paul Herman', 'Bruno Iannone', 'Bruno Bilotta', 'Ray Dittrich', 'Richard Foronjy', 'Mario Brega', 'Angelo Florio', 'Marcia Jean Kurtz', 'Salvatore Billa', 'Gerard Murphy', 'Scott Coffey', 'Dutch Miller', 'Robert Harper', 'Amy Ryder', 'Karen Shallo', 'Frankie Caserta', 'Joey Marzella', 'Marvin Scott', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', 'Tandy Cronyn', 'Richard Zobel', 'Baxter Harris', 'Arnon Milchan', 'Marty Licata', 'Estelle Harris', 'Gerritt Debeer', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', 'Bruce Bahrenburg', 'Mort Freeman', 'Jay Zeely', 'Massimo Liti', 'Greg Anthony', 'Matteo Cafiso', 'Nelson Camp', 'Nunzio Giuliani', 'Dario Iori', 'Ole Jorgensen', 'Francesca Leone', 'Chuck Low', 'Ron Nummi', 'Ryan Paris', 'Nicola Roberto', 'Gianni Sanjust', 'Alex Serra', 'Susan Spafford']",8.5,Sergio Leone,"['new york city', 'life and death', 'corruption', 'street gang', 'rape', 'sadistic', 'lovesickness', 'sexual abuse', 'regret', 'prohibition era', 'money laundering', 'opium', 'gangster', 'mafia boss', 'murder', 'memory', 'torture', 'brooklyn bridge', 'childhood friends', '1920s', '1960s', '1930s']"
103,['Drama'],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield', 'Scatman Crothers', 'Brad Dourif', 'Christopher Lloyd', 'Will Sampson', 'Dean R. Brooks', 'Michael Berryman', 'Sydney Lassick', 'William Duell', 'Vincent Schiavelli', 'Peter Brocco', 'Alonzo Brown', 'Mwako Cumbuka', 'Josip Elic', 'Ken Kenny', 'Nathan George', 'Ted Markland', 'Louisa Moritz', 'Mews Small', 'Delos V. Smith Jr.', 'Lan Fendors', 'Mimi Sarkisian', 'Mel Lambert', 'Kay Lee', 'Dwight Marfield', 'Tin Welch', 'Aurore Clément', 'Anjelica Huston', 'Audrey Landers', 'Saul Zaentz', 'Philip Roth']",8.4,Miloš Forman,"['nurse', 'based on novel or book', 'oregon, usa', 'lunatic asylum', 'friendship', 'hospital', 'female villain', 'shock treatment']"
104,"['Crime', 'Drama']","['Steve McQueen', 'Dustin Hoffman', 'Victor Jory', 'Don Gordon', 'Anthony Zerbe', 'Robert Deman', 'Woodrow Parfrey', 'Bill Mumy', 'George Coulouris', 'Ratna Assan', 'William Smithers', 'Val Avery', 'Gregory Sierra', 'Vic Tayback', 'Mills Watson', 'Ron Soble', 'Barbara Morrison', 'Don Hanmer', 'E.J. André', 'Richard Angarola', 'Jack Denbo', 'Len Lesser', 'John Quade', 'Fred Sadoff', 'Allen Jaffe', 'Liam Dunn']",7.9,Franklin J. Schaffner,"['prison', 'prison escape', 'jungle', 'solitary confinement', 'based on memoir or autobiography', 'labor camp', ""devil's island"", 'prison brutality', 'guyana', '1930s']"
105,"['Drama', 'War']","['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready', 'Wayne Morris', 'Richard Anderson', 'Joe Turkel', 'Christiane Kubrick', 'Jerry Hausner', 'Peter Capell', 'Emile Meyer', 'Bert Freed', 'Kem Dibbs', 'Timothy Carey', 'Fred Bell', 'John Stein', 'Harold Benedict', 'Paul Bös', 'James B. Harris']",8.4,Stanley Kubrick,"['germany', 'france', 'based on novel or book', 'general', 'patriotism', 'world war i', 'army', 'cowardice', 'soldier', 'cult film', '1910s']"
106,['Western'],"['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volonté', 'Wolfgang Lukschy', 'Sieghardt Rupp', 'Joseph Egger', 'Antonio Prieto', 'José Calvo', 'Margarita Lozano', 'Daniel Martín', 'Benito Stefanelli', 'Mario Brega', 'Bruno Carotenuto', 'Aldo Sambrell', 'Lorenzo Robledo', 'Antonio Molino Rojo', 'Luis Barboo', 'Juan Cortés', 'William R. Thompkins', 'Fernando Sánchez Polack', 'José Canalejas', 'Jose Halufi', 'Nino Del Arco', 'Antonio Moreno', 'Frank Braña', 'Álvaro de Luna', 'Lee Miller', 'José Orjas', 'Manuel Peña', 'Antonio Pica', 'Julio Pérez Tabernero', 'José Riesgo', 'Umberto Spadaro', 'Peter Tevis', 'Edmondo Tieghi', 'Antonio Vico', 'Luis Rodriguez']",7.9,Sergio Leone,"['gang war', 'greed', 'hostility', 'remake', 'murder', 'spaghetti western']"
107,['Drama'],"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand', 'Jörgen Lindström']",8.3,Ingmar Bergman,"['nurse', 'confession', 'dream', 'betrayal', 'patient', 'violence', 'psychiatry', 'submerged', 'institution', 'medical drama']"
108,"['Adventure', 'Fantasy', 'Action']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New', 'Angus Barnett', 'David Bailie', 'Michael Berry Jr.', 'Isaac C. Singleton Jr.', 'Kevin McNally', 'Treva Etienne', 'Zoe Saldana', 'Guy Siner', 'Ralph P. Martin', 'Paula J. Newman', 'Paul Keith', 'Dylan Smith', 'Lucinda Dryzek', 'Luke de Woolfson', 'Michael Sean Tighe', 'Greg Ellis', 'Dustin Seavey', 'Christian Martin', 'Israel Aduramo', 'Trevor Goddard', 'Vince Lozano', 'Ben Wilson', 'Antonio Valentino', 'Lauren Maher', 'Matthew Bowyer', 'Brye Cooper', 'Mike Babcock', 'Owen Finnegan', 'Ian McIntyre', 'Vanessa Branch', 'Sam Roberts', 'Ben Roberts', 'Martin Klebba', 'Félix Castro', 'Mike Haberecht', 'Rudolph McCollum', 'Gerard J. Reyes', 'M. Scott Shields', 'Christopher Sullivan', 'Craig Thomson', 'Fred Toft', 'D.P. FitzGerald', 'Jerry Gauny', 'Maxie J. Santillan Jr.', 'Michael Earl Lane', 'Tobias McKinney', 'David Patykewich', 'Tommy Schooler', 'Michael A. Thompson', 'Michael W. Williams', 'Jose Zelaya', 'Finneus Egan', 'Don LaDaga', 'LeJon', 'Christopher S. Capp', 'Gregory Ryan Alosio', 'Jordi Caballero', 'Tamara Castle', 'Paul Gagné', 'Joe Grisaffi', 'James McAuley']",7.7,Gore Verbinski,"['exotic island', 'blacksmith', 'east india trading company', 'gold', 'jamaica', 'skeleton', 'british empire', 'governor', 'pirate', 'swashbuckler', '18th century', 'caribbean sea', 'aftercreditsstinger', 'pirate ship', 'british navy', 'tortuga']"
109,"['Drama', 'War', 'Action']","['Charlie Sheen', 'Willem Dafoe', 'Johnny Depp', 'Forest Whitaker', 'Tom Berenger', 'Keith David', 'Francesco Quinn', 'Kevin Dillon', 'John C. McGinley', 'Reggie Johnson', 'Mark Moses', 'Corey Glover', 'Chris Pedersen', 'Bob Orwig', 'Corkey Ford', 'David Neidorf', 'Richard Edson', 'Tony Todd', 'Kevin Eshelman', 'James Terry McIlvain', 'J. Adam Glover', 'Ivan Kane', 'Paul Sanchez', 'Dale Dye', 'Peter Hicks', 'Basile Achara', 'Steve Barredo', 'Chris Castillejo', 'Andrew B. Clark', 'Bernardo Manalili', 'Than Rogers', 'Li Thi Van', 'Clarisa Ortacio', 'Romy Sevilla', 'Matthew Westfall', 'Nick Nicholson', 'Warren McLean', 'Li Mai Thao', 'Ron Barracks', 'H. Gordon Boos', ""Robert 'Rock' Galotti"", 'Oliver Stone', 'Brad Cassini', 'Mark Ebenhoch']",7.7,Oliver Stone,"['hero', 'mine', 'vietnam war', 'village', 'jungle', 'soldier', 'battle', 'platoon', 'combat']"
110,"['Horror', 'Drama', 'Thriller']","['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Kit Carson', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', 'Sam Flint', 'Virginia Gregg', 'Alfred Hitchcock', 'Paul Jasmin', 'Lee Kass', 'Frank Killmond', 'Ted Knight', 'Pat McCaffrie', 'Hans Moebus', 'Jeanette Nolan', ""Lillian O'Malley"", 'Robert Osborne', 'Fred Scheiwiller', 'Helen Wallace']",8.4,Alfred Hitchcock,"['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'taxidermy', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'mental illness', 'private detective', 'missing person', 'proto-slasher']"
111,"['Thriller', 'Crime']","['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames', 'Harvey Keitel', 'Eric Stoltz', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros', 'Quentin Tarantino', 'Christopher Walken', 'Rosanna Arquette', 'Peter Greene', 'Duane Whitaker', 'Angela Jones', 'Phil LaMarr', 'Steve Buscemi', 'Bronagh Gallagher', 'Laura Lovelace', 'Frank Whaley', 'Burr Steers', 'Paul Calderon', 'Jerome Patrick Hoban', 'Michael Gilden', 'Gary Shorelle', 'Susan Griffiths', 'Eric Clark', 'Joseph Pilato', 'Brad Blumenthal', 'Lorelei Leslie', 'Emil Sitka', 'Brenda Hillhouse', 'Chandler Lindauer', 'Sy Sher', 'Robert Ruth', 'Rich Turner', 'Don Blakely', 'Carl Allen', 'Karen Maruyama', 'Kathy Griffin', 'Venessia Valentino', 'Linda Kaye', 'Stephen Hibbert', 'Alexis Arquette', 'Julia Sweeney', 'Lawrence Bender', 'Cie Allman', 'Rene Beard', 'Lori Pizzo', 'Glendon Rich', 'Devan Richardson', 'Ani Sava', 'Kadrolsha Ona Carole', 'Richard Rossi']",8.5,Quentin Tarantino,"['drug dealer', 'boxer', 'massage', 'stolen money', 'crime boss', 'dance competition', 'briefcase', 'redemption', 'heirloom', 'los angeles, california', 'theft', 'violence', 'nonlinear timeline', 'shared universe']"
112,['Drama'],"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty', 'Frank Vincent', 'Nicholas Colasanto', 'Theresa Saldana', 'Mario Gallo', 'John Turturro', 'Joseph Bono', 'Frank Adonis', 'Charles Scorsese', 'Rita Bennett', 'Bernie Allen', 'Gene LeBell', 'Victor Magnotta', 'Shay Duffin', 'Jack Lotz', 'Kevin Breslin', 'Coley Wallace', 'Fred Dennis', 'Harvey Parry', 'Michael Badalucco', 'Geraldine Smith', 'Mardik Martin', 'Peter Savage', 'Daniel P. Conte', 'Richard McMurray', 'Candy Moore', 'Wally K. Berns', 'Allen Joseph', 'Martin Scorsese', 'Vincent Barbi', 'Robert Dahdah', 'Vincent Di Paolo', 'Marty Farrell', 'Charles Guardino', 'R. Michael Givens', 'Chuck Hicks', 'Michael Charles Hill', 'Walt La Rue', 'Angelo Lamonea', 'Gil Perkins', 'Tony Lip', ""Dennis O'Neill"", 'Jerry Schram', 'McKenzie Westmore', 'Jimmy Williams', 'Floyd Anderson', 'Johnny Barnes', 'Kevin Mahon', 'Eddie Mustafa Muhammed', 'Louis Raftis', 'Johnny Turner']",8.0,Martin Scorsese,"['transporter', 'jealousy', 'violent husband', 'paranoia', 'boxer', 'brother', 'biography', 'fistfight', 'broken nose', 'sports', 'domestic violence', 'over-the-hill fighter']"
113,"['Adventure', 'Action']","['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian', 'Don Fellows', 'William Hootkins', 'George Harris', 'Fred Sorenson', 'Anthony Chinn', 'Eddie Tagoe', 'Bill Reimbold', 'Patrick Durkin', 'Matthew Scurfield', 'Malcolm Weaver', 'Sonny Caldinez', 'Pat Roach', 'Christopher Frederick', 'Tutte Lemkow', 'Ishaq Bux', 'Kiran Shah', 'Souad Messaoudi', 'Terry Richards', 'Steve Hanson', 'Frank Marshall', 'Martin Kreidt', 'John Rees', 'Tony Vogel', 'Ted Grossman', 'Vic Armstrong', 'Peter Diamond', 'Nick Gillard', 'Romo Gorrara', 'Rick Lester', 'Rocky Taylor', 'Reg Harding', 'Harry Fielder', 'Billy Horrigan', 'Terry Leonard', 'Sergio Mioni', 'Dennis Muren', 'Glenn Randall Jr.', 'Michael Sheard', 'Frank Welker']",7.9,Steven Spielberg,"['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazi', 'hat', 'mediterranean', 'ark of the covenant', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'archeology\xa0', 'religious history', '1930s']"
114,['Drama'],"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino', 'Gerald R. Molen', 'Jack Murdock', 'Michael D. Roberts', 'Ralph Seymour', 'Lucinda Jenney', 'Bonnie Hunt', 'Kim Robillard', 'Beth Grant', 'Dolan Dougherty', 'Marshall Dougherty', 'Patrick Dougherty', 'Peter Dougherty', 'Andrew Dougherty', 'Loretta Wendt Jolivette', 'Donald E. Jones', 'Bryon P. Caunar', 'Donna J. Dickson', 'Ralph Tabakin', 'Ray Baker', 'Jake Hoffman', 'Royce D. Applegate', 'Anna Mathias', 'Archie Hahn', 'Luisa Leschin', 'Ira Miller', 'Chris Mulkey', 'Julie Payne', 'Reni Santoni', 'Ruth Silveira', 'Jonathan Stark', 'Lynne Marie Stewart', 'Arnold F. Turner', 'Gigi Vorgan', 'Barry Levinson', 'Mark Winn', 'June Christopher']",7.8,Barry Levinson,"['individual', 'loss of loved one', 'mentally disabled', 'autism', 'yuppie', 'car dealer', 'egocentrism', 'road trip', 'blackjack', 'cincinnati', 'travel', 'convertible', 'las vegas', 'psychiatrist', 'duringcreditsstinger', ""asperger's syndrome"", 'savant']"
115,"['Action', 'Drama', 'History']","['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû', 'Mieko Harada', 'Yoshiko Miyazaki', 'Mansai Nomura', 'Hisashi Igawa', 'Pîtâ', 'Masayuki Yui', 'Kazuo Katô', 'Norio Matsui', 'Toshiya Ito', 'Heihachiro Suzuki', 'Kenji Kodama', 'Haruko Tôgô', 'Reiko Nanjo', 'Tokie Kanda', 'Sawako Kochi', 'Kumeko Otowa', 'Takeshi Katō', 'Jun Tazaki', 'Hitoshi Ueki', 'Takao Zushi', 'Yoshitaka Zushi', 'Tetsuo Yamashita', 'Akihiko Sugizaki', 'Masaaki Sasaki', 'Satoru Fukasaku', 'Susumu Terajima']",8.1,Akira Kurosawa,"['assassination', 'gun', 'castle', 'kingdom', 'greed', 'heir to the throne', 'epic', 'revenge', 'blood', 'descent into madness', 'seppuku', 'inheritance fight', 'ruins', 'king lear', 'feudal japan', 'black widow', 'hopelessness']"
116,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan', 'James Remar', 'John Ratzenberger', 'Teddy Newton', 'Tony Fucile', 'Jake Steinfeld', 'Brad Bird', 'Stéphane Roux', 'Andrea Boerries', 'Marco Boerries', 'Lindsey Collins', 'Thomas Keller', 'Brad Lewis', 'Lori Richardson', 'Jack Bird', 'Jamie Oliver']",7.7,Brad Bird,"['paris, france', 'sibling relationship', 'expensive restaurant', 'river', 'cook', 'mouse', 'evacuation', 'confidence', ""leaving one's family"", 'work', 'restaurant critic', 'spice', 'cookbook', 'food', 'chef', 'sewer', 'unlikely friendship', 'rat']"
117,"['Thriller', 'Mystery', 'Drama']","['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter', 'Raymond Burr', 'Judith Evelyn', 'Ross Bagdasarian', 'Georgine Darcy', 'Sara Berner', 'Frank Cady', 'Jesslyn Fax', 'Rand Harper', 'Irene Winston', 'Havis Davenport', 'Jerry Antes', 'Benny Bartlett', 'Nick Borgani', 'Sue Casey', 'Iphigenie Castiglioni', 'James Cornell', 'Don Dunning', 'Marla English', 'Bess Flowers', 'Art Gilmore', 'Fred Graham', 'Kathryn Grant', 'Charles Harvey', 'Len Hendry', 'Alfred Hitchcock', 'Harry Landers', 'Alan Lee', 'Mike Mahoney', 'Jonnie Paris', 'Eddie Parker', 'Robert Sherman', 'Dick Simmons', 'Ralph Smiley', 'Jack Stoney', 'Anthony Warde', 'Gig Young']",8.4,Alfred Hitchcock,"['nurse', 'photographer', 'suspicion of murder', 'girlfriend', 'neighbor', 'salesman', 'apartment', 'convalescence', 'voyeurism', 'missing wife', 'homebound', 'suspicious behavior', 'flower bed', 'visiting nurse']"
118,"['Drama', 'Mystery', 'Thriller', 'Romance']","['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce', 'Reginald Denny', 'C. Aubrey Smith', 'Gladys Cooper', 'Florence Bates', 'Melville Cooper', 'Leo G. Carroll', 'Leonard Carey', 'Lumsden Hare', 'Edward Fielding', 'Philip Winter', 'Forrester Harvey', 'Billy Bevan', 'Gino Corrado', 'Egon Brecher', 'Alfred Hitchcock', 'Leyland Hodgson', 'Alphonse Martell', ""William H. O'Brien"", 'Ronald R. Rondell', 'Phyllis Woodward']",8.0,Alfred Hitchcock,"['monte carlo', 'based on novel or book', 'age difference', 'secret', 'obsession', 'bride', 'cornwall, england', 'love', 'noir', 'rural area', 'devotion', 'housekeeper', 'death', 'estate', 'costume party', 'second wife']"
119,"['Crime', 'Drama', 'Thriller']","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald', 'Keith David', 'Louise Lasser', 'Marcia Jean Kurtz', 'Janet Sarno', 'Suzanne Shepherd', 'Joanne Gordon', 'Charlotte Aronofsky', 'Mark Margolis', 'Michael Kaycheck', 'Peter Maloney', 'Denise Dowse', 'Olga Merediz', 'Ben Shenkman', 'Dylan Baker', 'Bill Buell', 'Lianna Pai', 'Stanley B. Herman', 'Gregg Bello', ""Shaun O'Hagan"", 'Jimmie Ray Weeks', ""Jack O'Connell"", 'Chas Mastin', 'Ajay Naidu', 'Sean Gullette', 'Samia Shoaib', 'Abraham Abraham', 'Aliya Campbell', ""Te'ron A. O'Neal"", 'Bryan Chattoo', 'Eddie De Harp', 'Scott Franklin', 'Peter Cheyenne', 'Brian Costello', 'Abraham Aronofsky', 'James Chinlund', 'Allison Furman', 'Robert Dylan Cohen', 'Leland Gantt', 'Henry Stram', 'Hubert Selby Jr.', 'Heather Litteer', 'Jenny Decker', 'Ami Goodheart', 'Nina Zavarin', 'Scott Bader', 'Jim Centofanti', 'Scott Chait', 'Daniel Clarin', 'Ben Cohen', 'Eric Cohen', 'Brett Feinstein', 'Ricky Fier', 'John Getz', 'Andrew Kessler', 'Ross Lombardo', 'Carter Mansbach', 'Scott Miller', 'Todd Miller', 'Joshua Pollack', 'Craig Rallo', 'Geordan Reisner', 'Keith Scandore', 'David Seltzer', 'Chris Varvaro', 'Ricardo Viñas', 'Chad Weiner', 'Jesse Weissberger', 'Greg Weissman', 'Darren Aronofsky']",8.0,Darren Aronofsky,"['drug addiction', 'junkie', 'heroin', 'speed', 'diet', 'unsociability', 'illegal prostitution']"
120,"['Crime', 'Thriller']","['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney', 'Randy Brooks', 'Kirk Baltz', 'Edward Bunker', 'Quentin Tarantino', 'Rich Turner', 'David Steen', 'Tony Cosmo', 'Stevo Polyi', 'Michael Sottile', 'Robert Ruth', 'Lawrence Bender', 'Linda Kaye', 'Suzanne Celeste', 'Steven Wright', 'Laurie Lathem', 'Maria Strova', 'Burr Steers', 'Craig Hamann', 'Rowland Wafford']",8.2,Quentin Tarantino,"['traitor', 'jewelry', 'psychopath', 'thief', 'heist', 'betrayal', 'mystery', 'escape', 'gang', 'plan gone wrong', 'cult film', 'nonlinear timeline', 'warehouse', 'told in flashback', 'heist gone wrong', 'botched robbery', 'foreshadowing', 'rendezvous', 'iconic', 'set in one room', 'uneasy alliance', 'rag tag group', 'shared universe']"
121,['Drama'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands', 'Pedro Lovell', 'DeForest Covan', 'Simmy Bow', 'Tony Burton', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frank Stallone', 'Lloyd Kaufman', 'Jane Marla Robbins', 'Jack Hollander', 'Joe Sorbello', 'Christopher Avildsen', 'Frankie Van', 'Lou Fillipo', 'Paris Eagle', 'Frank Stallone', 'Robert L. Tangrea', 'Peter Glassberg', 'William E. Ring', 'Joseph C. Giambelluc', 'Joe Frazier', 'Butkus Stallone', 'Michael Dorn', 'Arnold Johnson', 'Stu Nahan', 'Frank Pesce', 'Lavelle Roby', 'Arthur Tovey', 'John Pleshette']",7.7,John G. Avildsen,"['underdog', 'philadelphia, pennsylvania', 'transporter', 'italian american', 'fight', ""love of one's life"", 'publicity', 'boxer', 'independence', 'training', 'lovers', 'surprise', 'world champion', 'amateur', 'victory', 'sports', 'boxing']"
122,"['Comedy', 'Romance', 'Drama']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power', 'Harcourt Williams', 'Margaret Rawlings', 'Tullio Carminati', 'Paolo Carlini', 'Claudio Ermelli', 'Paola Borboni', 'Alfredo Rizzo', 'Laura Solari', 'Gorella Gori', 'Armando Annuale', 'Maurizio Arena', 'Gildo Bocci', 'Andrea Esterhazy', 'George Higgins', 'Richard McNamara', 'Luigi Moneta', 'Piero Pastore', 'Mimmo Poli', 'Giuliano Raffaelli', 'Carlo Rizzo', 'Gianna Segale', 'Dianora Veiga', 'Marco Tulli', 'Tania Weber', 'Catherine Wyler']",7.9,William Wyler,"['rome, italy', 'secret identity', 'boat', 'dance', 'intelligence', 'forbidden love', 'embassy', 'duty', 'sightseeing', 'photography', 'trevi fountain']"
123,"['Crime', 'Thriller']","['James Stewart', 'John Dall', 'Farley Granger', 'Constance Collier', 'Douglas Dick', 'Edith Evanson', 'Dick Hogan', 'Joan Chandler', 'Cedric Hardwicke', 'Alfred Hitchcock']",8.0,Alfred Hitchcock,"['planned murder', 'banquet', 'footlocker', 'strangle', 'rope', 'murder', 'based on play or musical', 'long take']"
124,"['Horror', 'Drama', 'Mystery']","['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans', 'Ralph Bellamy', 'Victoria Vetri', 'Patsy Kelly', 'Elisha Cook Jr.', 'Emmaline Henry', 'Charles Grodin', 'Hanna Landy', 'Phil Leeds', 'Hope Summers', ""D'Urville Martin"", 'Marianne Gordon', 'Wende Wagner', 'Toby Adler', 'Rutanya Alda', 'Bill Baldwin', 'Walter Baldwin', 'Roy Barcroft', 'Charlotte Boerner', 'Gail Bonney', 'Yvonne Bouvier', 'Carol Brewster', 'Lynn Brinker', 'Sebastian Brook', 'William Castle', 'Florence Clayton', 'Gordon Connell', 'Patricia Ann Conway', 'Pearl S. Cooper', 'Fritzi Jane Courtney', 'Roger Creed', 'Jane Crowley', 'Tony Curtis', 'Joyce Davis', 'Robert Osterloh', 'Clay Tanner', 'Jack Knight', 'George Savalas', 'Irene Kelly']",7.8,Roman Polanski,"['anti-christ', 'laundry', 'occult', 'demonic possession', 'satanic cult', 'lucky charm', 'woman in jeopardy', 'eating disorder', 'catholic priest']"
125,"['Drama', 'History', 'War']","['Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Ted Danson', 'Jeremy Davies', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Victor Burke', 'Aiden Condron', 'Paschal Friel', 'Shane Hagan', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Brian Maynard', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Michelle Evans', 'Martin Beaton', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'Michael Mantas', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'Sam Scudder', 'John Walters', 'Dorothy Grumbar', 'James Innes-Smith', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Nina Muschallik', 'Mac Steinmeier', 'Derek Lea', 'Leo Stransky', 'Vincent Ventresca']",8.2,Steven Spielberg,"['war crimes', 'self sacrifice', 'war veteran', 'world war ii', 'war ship', 'airplane', 'bravery', 'normandy, france', 'parachute', 'troops', 'waffen ss', 'omaha beach', 'army', 'cowardice', 'american flag', 'war memorial', 'deserted town', 'military', '1940s']"
