id,genres,cast,vote_average,director,keywords
175,"['Action', 'Science Fiction']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Joe Pantoliano', 'Gloria Foster', 'Marcus Chong', 'Paul Goddard', 'Robert Taylor', 'Julian Arahanga', 'Belinda McClory', 'Anthony Ray Parker', 'Matt Doran', 'Ada Nicodemou', 'David Aston', 'Marc Aden Gray', 'Deni Gordon', 'Rowan Witt', 'Eleanor Witt', 'Tamara Brown', 'Janaya Pender', 'Adryn White', 'Natalie Tjen', 'Bill Young', ""David O'Connor"", 'Jeremy Ball', 'Fiona Johnson', 'Harry Lawrence', 'Steve Dodd', 'Luke Quinton', 'Lawrence Woodward', 'Michael Butcher', 'Bernard Ledger', 'Chris Pattinson', 'Robert Simper', 'Nigel Harbach', 'Rana Morrison']",8.1,Lana Wachowski,"['saving the world', 'artificial intelligence', 'man vs machine', 'philosophy', 'prophecy', 'martial arts', 'self sacrifice', 'fight', 'insurgence', 'virtual reality', 'dystopia', 'truth', 'cyberpunk', 'dream world', 'woman director', 'messiah', 'gnosticism']"
176,"['Crime', 'Drama', 'Thriller']","['Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason', 'Evelyn Varden', 'Peter Graves', 'Don Beddoe', 'Billy Chapin', 'Sally Jane Bruce', 'Gloria Castillo', 'James Griffith', 'Gloria Pall']",8.0,Charles Laughton,"['prison', 'window', 'fanatic', 'count', 'noir', 'murder', 'children', 'money', 'theft', 'doll', 'hymn', 'children on the run']"
177,"['Drama', 'War']","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michal Zebrowski', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Zbigniew Zamachowski', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwińska', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargiełowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Peter Rappenglück', 'Ronan Vibert', 'Krzysztof Pieczyński', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Cezary Kosiński', 'Paweł Burczyk', 'Nina Franoszek', 'John Keogh', 'Rafał Mohr', 'Andrzej Pieczyński', 'Morgane Polanski', 'Grzegorz Artman', 'Adam Bauman', 'Andrzej Szenajch', 'Zbigniew Dziduch', 'Marian Dziędziel', 'Jerzy Góralczyk', 'Jarosław Kopaczewski', 'Patrick Lanagan', 'Dorota Liliental', 'Norbert Rakowski', 'Piotr Siejka', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Walerys', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zieliński', 'Paweł Małaszyński', 'Axel Prahl', 'Borys Szyc', 'Rafał Dajbor', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski']",8.4,Roman Polanski,"['resistance', 'holocaust (shoah)', 'hunger', 'world war ii', 'prisoner of war', 'homeland', 'ghetto', 'deportation', 'jew persecution', 'liberation', 'warsaw ghetto', 'polish resistance', 'nazi', 'biography', 'concert', 'survival', 'based on memoir or autobiography', 'pianist', 'poland']"
178,"['Drama', 'Mystery', 'Thriller']","['Christian Bale', 'Hugh Jackman', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'David Bowie', 'Andy Serkis', 'Piper Perabo', 'Jim Piddock', 'Samantha Mahurin', 'Mark Ryan', 'Jamie Harris', 'Daniel Davis', 'Roger Rees', 'Ricky Jay', 'Christopher Neame', 'Monty Stuart', 'Ron Perkins', 'Anthony De Marco', 'Chao Li Chi', 'John B. Crye', 'William Morgan Sheppard', 'Ezra Buzzington', 'James Lancaster', 'Johnny Liska', 'Russ Fega', 'Kevin Will', 'Edward Hibbert', 'James Otis', 'Sam Menning', 'Brian Tahash', 'Jodi Bianca Wise', 'Enn Reitel', 'Robert W. Arbogast', 'Chris Cleveland', 'Rock Anthony', 'Erin Cipolletti', 'Tim Pilleri', 'Gary Sievers', 'Inna Swann']",8.2,Christopher Nolan,"['competition', 'secret', 'obsession', 'magic', 'diary', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class', 'partner', 'rivalry', 'nikola tesla', 'tesla coil']"
179,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']","['Cary Elwes', 'Robin Wright', 'Mandy Patinkin', 'André Roussimoff', 'Chris Sarandon', 'Christopher Guest', 'Wallace Shawn', 'Peter Falk', 'Billy Crystal', 'Fred Savage', 'Carol Kane', 'Mel Smith', 'Peter Cook', 'Margery Mason', 'Willy DeVille', 'Mark Knopfler', 'Guy Fletcher', 'Willoughby Gray', 'Betsy Brantley', 'Anne Dyson', 'Malcolm Storry', 'Paul Badger', 'Errol Bennett', 'Mickey Feat', 'Jamie Lane', 'Sallie McLaughlin', 'Derek Pykett']",7.6,Rob Reiner,"['based on novel or book', 'cult film', 'swashbuckler', 'evil prince', 'screwball', 'impersonation', 'grandfather grandson relationship']"
180,"['Drama', 'Crime']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'Mark Rolston', 'James Whitmore', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Richard Doone', 'Alonzo F. Jones', 'Sergio Kato', 'Gary Jones']",8.7,Frank Darabont,"['prison', 'corruption', 'police brutality', 'prison cell', 'delinquent', 'parole board', 'prison escape', 'wrongful imprisonment', 'framed for murder', '1940s']"
181,"['Horror', 'Thriller']","['Jack Nicholson', 'Shelley Duvall', 'Scatman Crothers', 'Danny Lloyd', 'Barry Nelson', 'Joe Turkel', 'Anne Jackson', 'Barry Dennen', 'Tony Burton', 'Philip Stone', 'Lia Beldam', 'Billie Gibson', 'David Baxt', 'Manning Redwood', 'Lisa Burns', 'Louise Burns', 'Robin Pappas', 'Alison Coleridge', 'Burnell Tucker', 'Jana Shelden', 'Kate Phelps', 'Norman Gay', 'Paul Desbois', 'Vivian Kubrick', 'Derek Lyons', 'Alan Harris', 'Peter McNamara', 'Guy Standeven', 'Reg Thomason']",8.2,Stanley Kubrick,"['hotel', 'montana', 'based on novel or book', 'isolation', 'hotelier', 'oregon, usa', 'colorado', 'maze', 'bartender', 'ax', 'delusion', 'loneliness', 'caretaker', 'vision', 'snow', 'writer', 'alcoholic', 'cult film', 'snowed in', 'haunted hotel', 'off season', 'ghost child', 'axe', 'writers-block']"
182,"['Crime', 'Drama', 'Thriller', 'Horror']","['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Frankie Faison', 'Tracey Walter', 'Charles Napier', 'Danny Darst', 'Alex Coleman', 'Dan Butler', 'Paul Lazar', 'Ron Vawter', 'Roger Corman', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Masha Skorobogatov', 'Jeffrie Lane', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Darla', 'Adelle Lutz', 'Obba Babatundé', 'George Michael', 'Jim Dratfield', 'Stanton-Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Chris Isaak', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Maria Skorobogatov', 'Lamont Arnold', 'John Hall', 'Ted Monte', 'George A. Romero', 'John W. Iwanonkiw', 'Robert W. Castle']",8.3,Jonathan Demme,"['based on novel or book', 'fbi', 'kidnapping', 'psychopath', 'horror', 'murder', 'serial killer', 'psychological thriller', 'cannibal', 'moth', 'cannibalism', 'adapted into play or musical']"
183,"['Mystery', 'Thriller', 'Drama']","['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Donnie Wahlberg', 'Mischa Barton', 'Trevor Morgan', 'Glenn Fitzgerald', 'Bruce Norris', 'Angelica Page', 'Greg Wood', 'M. Night Shyamalan', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Lisa Summerour', 'Samia Shoaib', 'Janis Dardaris', 'Sarah Ripard', 'KaDee Strickland', 'Kate Kearney-Patch', 'Nico Woulard', 'Keith Woulard', 'Patrick McDade', 'Jose L. Rodriguez', 'Firdous Bamji', 'Hayden Saunier', 'Neill Hartley', 'Heidi Fischer', 'Michael J. Lyons', 'Samantha Fitzpatrick', 'Holly Cross Vagley', 'Marilyn Shanok', 'Carol Nielson', 'Jodi Dawson', 'Tony Michael Donnelly', 'Ronnie Lea', 'Carlos Xavier Lopez', 'Gino Inverso', 'Ellen Sheppard', 'Tom McLaughlin', 'Candy Aston-Dennis', 'Gina Allegro', 'Bob Bowersox', 'Matt Casale', 'Kym Cohen', 'Colleen June McQuaide', 'Jonathan Nation', 'Sean Oliver', 'Alison Robertson']",7.9,M. Night Shyamalan,"['philadelphia, pennsylvania', 'child abuse', 'loss of loved one', 'sense of guilt', 'confidence', 'psychology', 'dying and death', 'marriage crisis', 'afterlife', 'single', 'paranormal phenomena', 'cowardliness', 'single mother', 'school play', 'ghost', 'child', 'spiritism', 'ghost child']"
184,"['Comedy', 'Crime', 'Drama']","['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning', 'Ray Walston', 'Eileen Brennan', 'Harold Gould', 'John Heffernan', 'Dana Elcar', 'Jack Kehoe', 'Dimitra Arliss', 'Robert Earl Jones', 'James Sloyan', 'Charles Dierkop', 'Lee Paul', 'Sally Kirkland', 'Avon Long', 'Arch Johnson', 'Ed Bakey', 'Brad Sullivan', 'John Quade', 'Larry D. Mann', 'Leonard Barr', 'Paulene Myers', 'Joe Tornatore', 'Jack Collins', 'Tom Spratley', ""Kenneth O'Brien"", 'Ken Sansom', 'Ta-Tanisha', 'William Benedict', 'Robert Brubaker', 'Kathleen Freeman', 'Susan French', 'Bruce Kimball', 'Alexander Lockwood', 'Chuck Morrell', 'Byron Morrow', 'Pearl Shear', 'Arthur Tovey', 'Guy Way']",8.1,George Roy Hill,"['chicago, illinois', 'bet', 'horse race', 'repayment', 'con man', 'mafia boss', 'caper', 'violence', 'ragtime', 'off track betting', 'sting operation', 'alley', '1930s']"
185,"['Action', 'Thriller', 'Science Fiction']","['Michael Biehn', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Paul Winfield', 'Lance Henriksen', 'Rick Rossovich', 'Bess Motta', 'Earl Boen', 'Dick Miller', 'Shawn Schepps', 'Bruce M. Kerner', 'Franco Columbu', 'Bill Paxton', 'Brad Rearden', 'Brian Thompson', 'William Wisher Jr.', 'Ken Fritz', 'Tom Oberhaus', 'Ed Dogans', 'Joe Farago', 'Hettie Lynne Hurtes', 'Tony Mirelez', 'Philip Gordon', 'Anthony Trujillo', 'Stan Yale', 'Al Kahn', 'Leslie Morris', 'Hugh Farrington', 'Harriet Medin', 'Loree Frazier', 'James Ralston', 'Norman Friedman', 'Barbara Powers', 'Wayne Stone', 'David Michels', 'John E. Bristol', 'Webster Williams', 'Patrick Pinney', 'Bill W. Richmond', ""Chino 'Fats' Williams"", 'Greg Robbins', 'Marianne Muellerleile', 'John Durban', 'Marian Green', 'J. Randolph Harrison', 'David Kristin', 'Darrell Mapson', 'Bob Ritchie', 'John Stuart West']",7.6,James Cameron,"['saving the world', 'artificial intelligence', 'rebel', 'cyborg', 'laser gun', 'shotgun', 'killer robot', 'dystopia', 'los angeles, california', 'car chase', 'urban setting', 'future war', 'griffith observatory']"
186,"['Horror', 'Mystery', 'Science Fiction']","['Kurt Russell', 'Wilford Brimley', 'T. K. Carter', 'David Clennon', 'Keith David', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry J. Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter', 'Jed']",8.0,John Carpenter,"['based on novel or book', 'spacecraft', 'space marine', 'paranoia', 'mutation', 'snowstorm', 'research station', 'alien life-form', 'remake', 'alien', 'antarctica', 'shape shifting alien', 'alien infection', 'cult film', 'sled dogs', 'alien monster', 'body horror', 'alien parasites', 'isolated place']"
187,"['Thriller', 'Mystery']","['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Alexis Chesnakov', 'Thomas Gallagher', 'Herbert Halbik', 'Hannah Norbert', 'Eric Pohlmann', 'Carol Reed', 'Annie Rosar', 'Frederick Schrecker', 'Hugo Schuster', 'Karl Stepanek', 'Theodore Gottlieb', 'Jenny Werner']",8.0,Carol Reed,"['austria', 'cemetery', 'black market', 'grave', 'soviet military', 'prater', 'british army', 'staged death', 'investigation', 'cover-up', 'noir', 'foot chase', 'vienna, austria', 'sewer', 'missing person', 'post world war ii', 'ferris wheel', 'penicillin', 'forged passport']"
188,"['Adventure', 'Drama', 'Western']","['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young']",8.0,John Huston,"['mexico', 'based on novel or book', 'gold', 'gold rush', 'greed', 'gold mine', 'friends', 'money', 'american', 'bandit', 'dead mule', 'prospector', '1920s']"
189,"['Comedy', 'Drama']","['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Ed Harris', 'Holland Taylor', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'O-Lan Jones', 'Krista Lynn Landolfi', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Una Damon', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt', 'Muriel Moore', 'Mal Jones', 'Judson Vaughn', 'Earl Hilliard Jr.', 'David Andrew Nash', 'Jim Towers', 'Savannah Swafford', 'Antoni Corone', 'Mario Ernesto Sánchez', 'John Roselius', 'Kade Coates', 'Marcia DeBonis', 'Sam Kitchin', 'Sebastian Youngblood', 'Dave Corey', 'Mark Alan Gillott', 'Jay Saiter', 'Tony Todd', 'Marco Rubeo', 'Daryl Davis', 'Robert Davis', 'R.J. Murdock', 'Matthew McDonough', 'Larry McDowell', 'Joseph Lucus', 'Logan Kirksey', 'Adam Tomei', 'John Pramik', 'Al Foster', 'Zoaunne LeRoy', 'Millie Slavin', 'Dona Hardy', 'Tom Simmons', 'Susan Angelo', 'Carly Smiga', 'Yuji Okumoto', 'Kiyoko Yamaguchi', 'Saemi Nakamura']",8.1,Peter Weir,"['claustrophobia', 'hidden camera', 'dystopia', 'mystery', 'reality tv', 'make believe', 'pretend']"
190,"['Crime', 'Drama', 'History', 'Thriller']","['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García', 'Robert De Niro', 'Richard Bradford', 'Jack Kehoe', 'Brad Sullivan', 'Billy Drago', 'Patricia Clarkson', ""Vito D'Ambrosio"", 'Steven Goldstein', 'Peter Aylward', 'Don Harvey', 'Robert Swan', 'John J. Walsh', 'Del Close', 'Colleen Bade', 'Greg Noonan', 'Sean Grennan', 'Larry Viverito Sr.', 'Kevin Michael Doyle', 'Mike Bacarella', 'Michael P. Byrne', 'Kaitlin Montgomery', 'Aditra Kohl', 'Charles Keller Watson', 'Larry Brandenburg', 'Chelcie Ross', 'Tim Gamble', 'Pat Billingsley', 'Sam Smiley', 'John Bracci', 'Jennifer Anglin', 'Eddie Minasian', 'Anthony Mockus Sr.', 'Louie Lanciloti', 'Will Zahrn', 'Vince Viverito', 'Valentino Cimo', 'Joe Greco', 'Clem Caserta', 'Bob Martana', 'Joseph Scianablo', 'George S. Spataro', 'Melody Rae', 'Robert Miranda', 'James Guthrie', 'Basil Reale', 'Clifton James', 'Stephen Burrows', 'Robert Minkoff', 'John Barrowman', 'Jack Fitzstephens', 'Matt Johnston']",7.8,Brian De Palma,"['chicago, illinois', 'prohibition era', 'baseball bat', 'white suit', 'al capone', 'tough cop', 'treasury agent', 'untouchable', 'tax evasion', 'jury tampering', '1930s']"
191,"['Drama', 'Crime', 'Thriller']","['Stephen Baldwin', 'Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito', 'Benicio del Toro', 'Dan Hedaya', 'Paul Bartel', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Morgan Hunter', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert', 'Peter Greene', 'Castulo Guerra', ""Vito D'Ambrosio"", 'Gene Lythgow', 'Smadar Hanson', 'Christopher McQuarrie']",8.2,Bryan Singer,"['new york city', 'law', 'relatives', 'flashback', 'police corruption', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'cargo ship', 'mind game', 'neo-noir', 'mystery villain']"
192,"['Adventure', 'Western']","['William Holden', 'Ernest Borgnine', 'Robert Ryan', ""Edmond O'Brien"", 'Warren Oates', 'Jaime Sánchez', 'Ben Johnson', 'Emilio Fernández', 'Strother Martin', 'L.Q. Jones', 'Albert Dekker', 'Bo Hopkins', 'Dub Taylor', 'Paul Harper', 'Jorge Russek', 'Alfonso Aráu', 'Bill Hart', 'Rayford Barnes', 'Stephen Ferry', 'Sonia Amelio', 'Chalo González', 'Chano Urueta', 'Elsa Cárdenas', 'Aurora Clavel', 'Enrique Lucero', 'Elizabeth Dupeyrón', 'José Chávez', 'René Dupeyrón', 'Pedro Galván', 'Graciela Döring', 'Fernando Wagner', 'Ivan J. Rado', 'Margarito Luna', 'Lilia Castillo', 'Archie Butler', 'Tap Canutt', 'Gordon T. Dawson', 'Mickey Gilbert', ""Robert 'Buzz' Henry"", 'Buck Holland', 'Walt La Rue', 'Matthew Peckinpah', 'Jack Williams', 'Joe Yrigoyen']",7.7,Sam Peckinpah,"['underdog', 'robbery', 'bounty hunter', 'texas', 'mexican revolution', 'friendship', 'honor', 'gang', 'shootout', 'soldier', 'steam locomotive', 'righteous rage']"
193,"['Adventure', 'Fantasy', 'Family']","['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Margaret Hamilton', 'Frank Morgan', 'Clara Blandick', 'Charley Grapewin', 'Billie Burke', 'Pat Walshe', 'Terry', 'Adriana Caselotti', 'Harry Earles', 'Jerry Maren', 'Paul Rodriguez', 'Parnell St. Aubin', 'Billy Bletcher', 'Pinto Colvig', 'Charles Becker']",7.6,Victor Fleming,"['witch', 'adolescence', 'based on novel or book', 'secret identity', 'dream', 'lion', 'tornado', 'twister', 'scarecrow', 'musical', 'kansas', 'classic', 'imaginary land', 'cowardliness', 'monkey', 'female villain', 'wizard', 'sepia color', 'hourglass', 'wizard of oz', 'red shoes', 'l. frank baum', 'based on young adult novel', 'adapted into play or musical']"
194,['Drama'],"['Daniel Day-Lewis', 'Paul Dano', 'Hope Elizabeth Reeves', 'Ciarán Hinds', ""Kevin J. O'Connor"", 'Dillon Freasier', 'Colleen Foy', 'Barry Del Sherman', 'David Willis', 'Hans Howes', 'Sydney McCallister', 'Paul F. Tompkins', 'Kevin Breznahan', 'Jim Meskimen', 'Erica Sullivan', 'Randall Carver', 'James Downey', 'David Warshofsky', 'Charles Thomas Doyle', 'Russell Harvard', 'Beau Smith', 'Mary Elizabeth Barrett', 'Brad Carr', 'Rhonda Reeves']",8.1,Paul Thomas Anderson,"['sibling relationship', 'california', 'pastor', 'deaf-mute', 'american dream', 'fanatic', 'pipeline', 'petrol', 'father', 'misanthrophy', 'oil', 'money', 'killer', 'alcoholic', 'narcissism', 'bowling alley', 'sign languages', 'adopted son']"
195,"['Drama', 'Crime']","['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy', 'Ruth White', 'Brock Peters', 'Estelle Evans', 'Paul Fix', 'Collin Wilcox Paxton', 'James Anderson', 'Alice Ghostley', 'Robert Duvall', 'William Windom', 'Crahan Denton', 'Richard Hale', 'Mary Badham', 'Phillip Alford', 'R.L. Armstrong', 'Walter Bacon', 'Eddie Baker', 'Bobby Barber', 'John Barton', 'Audrey Betz', 'Danny Borzage', 'John Breen', 'Jess Cavin', 'Noble Chissell', 'Steve Condit', 'David Crawford', 'Frank Ellis', 'Charles Fredericks', 'Herman Hack', 'Jester Hairston', 'Chuck Hamilton', 'Kim Hamilton', 'Kim Hector', 'Michael Jeffers', 'Dick Johnstone', 'Chester Jones', 'Colin Kenny', 'Ethan Laidlaw', 'Nancy Marshall', 'Clyde McLeod', 'Charles Morton', 'Paulene Myers', ""William H. O'Brien"", 'Charles Perry', 'Joe Ploski', 'Hugh Sanders', 'Barry Seltzer', 'Edward C. Short', 'Mabel Smaney', 'Eddie Smith', 'Walter Smith', 'Cap Somers', 'George Sowards', 'Ray Spiker', 'Kim Stanley', 'Kelly Thordsen', 'Arthur Tovey', 'George Tracy', 'Sailor Vincent', 'Max Wagner', 'Bill Walker', 'Bill Walker', 'Joe Walls', 'Dan White', 'Guy Wilkerson', 'Chalky Williams']",8.0,Robert Mulligan,"['sibling relationship', 'black people', 'falsely accused', 'based on novel or book', 'becoming an adult', 'isolation', 'arbitrary law', 'socially deprived family', 'tree house', 'alabama', 'farm worker', 'intolerance', 'exclusion', 'court case', 'defence', 'right and justice', 'court', 'racism', 'child', '1930s', 'courtroom drama', 'based on young adult novel']"
196,"['Fantasy', 'Animation', 'Family']","['Noriko Hidaka', 'Hitoshi Takagi', 'Chika Sakamoto', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi', 'Masashi Hirose', 'Yûko Maruyama', 'Shigeru Chiba', 'Toshiyuki Amagasa']",8.1,Hayao Miyazaki,"['sibling relationship', 'mother', 'leave', 'village', 'rural area', 'hospital', 'new neighbor', 'new home', 'super power', 'magical creature', 'cute', 'anime']"
197,"['Crime', 'Thriller']","['Charlton Heston', 'Janet Leigh', 'Orson Welles', 'Joseph Calleia', 'Akim Tamiroff', 'Joanna Moore', 'Ray Collins', 'Dennis Weaver', 'Valentin de Vargas', 'Mort Mills', 'Victor Millan', 'Lalo Rios', 'Michael Sargent', 'Phil Harvey', 'Joi Lansing', 'Harry Shannon', 'Marlene Dietrich', 'Zsa Zsa Gabor', 'Joe Basulto', 'Yolanda Bojorquez', 'Joseph Cotten', 'Domenick Delgarde', 'Jennie Dias', 'John Dierkes', 'Eleanor Dorado', 'Eva Gabor', 'Jeffrey Green', 'Billy House', 'Mercedes McCambridge', 'Arlene McQuade', 'Ken Miller', 'Ralph Moratz', 'Ramón Rodríguez', 'Gus Schilling', 'William Tannen', 'Wayne Taylor', 'Rusty Wescoatt', 'Dan White', 'Keenan Wynn']",7.8,Orson Welles,"['hotel', 'brothel', 'border', 'honeymoon', 'investigation', 'united states–mexico border', 'car bomb', 'noir', 'long take']"
